,word,count
1892,不自由,2
1893,街,2
1894,学業,2
1895,十一,2
1896,年上,2
1897,一変,2
1898,報告,2
1899,いそがしく,2
1900,地区,2
1901,神田,2
1902,ナイフ,2
1903,あちこち,2
1904,Ｐ,2
1905,依頼,2
1906,無くなり,2
1907,駒,2
1908,ゆっくり,2
1909,わかし,2
1910,うれし,2
1911,やれ,2
1912,すま,2
1913,あんまり,2
1914,喜ぶ,2
1915,女子,2
1916,高等,2
1917,師範,2
1918,含ん,2
1919,あさましく,2
1920,ビル,2
1921,大騒ぎ,2
1922,とんでも,2
1923,具合,2
1924,おそろし,2
1925,絣,2
1926,着物,2
1927,装える,2
1928,悩み,2
1929,うわべ,2
1930,ちがう,2
1931,敗北,2
1932,苦しい,2
1933,おもに,2
1934,追わ,2
1935,要り,2
1936,演じる,2
1937,無口,2
1938,すき,2
1939,薄れ,2
1940,残っ,2
1941,思い出さ,2
1942,現在,2
1943,本所,2
1944,大工,2
1945,茶,2
1946,吹い,2
1947,広島,2
1948,床屋,2
1949,詐欺罪,2
1950,かよっ,2
1951,重点,2
1952,岩,2
1953,落ち,2
1954,大それた,2
1955,躊躇,2
1956,傷つけ,2
1957,おのずから,2
1958,可哀そう,2
1959,狡猾,2
1960,主張,2
1961,おどろく,2
1962,酒池肉林,2
1963,飢え渇い,2
1964,綱,2
1965,あい,2
1966,腰,2
1967,一人,2
1968,所有,2
1969,たまに,2
1970,所有権,2
1971,気力,2
1972,内縁の妻,2
1973,間柄,2
1974,猛烈,2
1975,展開,2
1976,眺め,2
1977,浴びる,2
1978,ぐらぐら,2
1979,微笑み,2
1980,微弱,2
1981,吐き,2
1982,ややこしい,2
1983,かせい,2
1984,死のう,2
1985,ひそん,2
1986,牛乳,2
1987,袂,2
1988,がま口,2
1989,銅銭,2
1990,脳裡,2
1991,荒涼,2
1992,のぞい,2
1993,痛かっ,2
1994,友達,2
1995,海辺,2
1996,収容,2
1997,恋い,2
1998,短歌,2
1999,看護婦,2
2000,宿直,2
2001,細い,2
2002,関係,2
2003,尋ねる,2
2004,主任,2
2005,いっさい,2
2006,神妙,2
2007,在る,2
2008,疑わ,2
2009,陳述,2
2010,正直,2
2011,答える,2
2012,わし,2
2013,加える,2
2014,明け,2
2015,おふくろ,2
2016,老,2
2017,巡査,2
2018,書類,2
2019,したため,2
2020,ゃ,2
2021,おでき,2
2022,電話,2
2023,保証人,2
2024,書画,2
2025,骨董,2
2026,商,2
2027,持ち,2
2028,勤め,2
2029,独身,2
2030,捜し,2
2031,頼み,2
2032,引き上げ,2
2033,麻,2
2034,縛ら,2
2035,許さ,2
2036,端,2
2037,向い,2
2038,なつかしい,2
2039,思い出,2
2040,斗,2
2041,一室,2
2042,物静か,2
2043,あさましい,2
2044,ゴホン,2
2045,うれしく,2
2046,５,2
2047,粗悪,2
2048,無名,2
2049,送ら,2
2050,兄たち,2
2051,あいそ,2
2052,追っ,2
2053,禁じ,2
2054,古,2
2055,大久保,2
2056,文字,2
2057,相当,2
2058,だらけ,2
2059,ガラクタ,2
2060,旦那,2
2061,あっち,2
2062,十七,2
2063,八,2
2064,気違い,2
2065,大人,2
2066,感心,2
2067,かくし子,2
2068,深い,2
2069,おそく,2
2070,やっかい,2
2071,策略,2
2072,推察,2
2073,眼玉,2
2074,張合い,2
2075,真面目,2
2076,当惑,2
2077,すむ,2
2078,ていさい,2
2079,むずかしい,2
2080,立派,2
2081,援助,2
2082,ちぢめ,2
2083,深,2
2084,奥底,2
2085,浮び,2
2086,間違い,2
2087,許,2
2088,姓名,2
2089,記し,2
2090,まさしく,2
2091,志,2
2092,置手紙,2
2093,飾り,2
2094,飾りつけ,2
2095,浮ん,2
2096,欠け,2
2097,誇張,2
2098,なし,2
2099,都会人,2
2100,新しい,2
2101,許し,2
2102,附か,2
2103,忠告,2
2104,いそがしい,2
2105,敷い,2
2106,ぐい,2
2107,豪気,2
2108,自慢,2
2109,餅,2
2110,貧し,2
2111,内,2
2112,区別,2
2113,失敬,2
2114,伺い,2
2115,はずし,2
2116,裏がえし,2
2117,痩せ,2
2118,坐り,2
2119,かねて,2
2120,受取り,2
2121,無え,2
2122,ったら,2
2123,甲州,2
2124,女児,2
2125,きく,2
2126,現われ,2
2127,電線,2
2128,奴凧,2
2129,ひっ,2
2130,赤面,2
2131,切れ目,2
2132,からっぽ,2
2133,喪失感,2
2134,飲み残し,2
2135,アブサン,2
2136,空転,2
2137,かえ,2
2138,がら,2
2139,ほか,2
2140,即ち,2
2141,けがらわしい,2
2142,元気,2
2143,結果,2
2144,沈み,2
2145,連載,2
2146,キンタ,2
2147,オタ,2
2148,下さる,2
2149,色魔,2
2150,処,2
2151,押し,2
2152,葬むる,2
2153,汝,2
2154,胸中,2
2155,わがまま,2
2156,セッカチピンチャン,2
2157,寝顔,2
2158,押しつけ,2
2159,２,2
2160,昨日,2
2161,慣例,2
2162,終わり,2
2163,詩句,2
2164,ゆるす,2
2165,量,2
2166,外泊,2
2167,ほら,2
2168,細く,2
2169,あいだ,2
2170,争い,2
2171,奴隷,2
2172,卑屈,2
2173,捨て,2
2174,加え,2
2175,態,2
2176,省線,2
2177,ガラス,2
2178,幽霊,2
2179,食べ残し,2
2180,千万,2
2181,米,2
2182,パルプ,2
2183,統計,2
2184,錯覚,2
2185,犯し,2
2186,穴,2
2187,何人,2
2188,一杯,2
2189,芸術,2
2190,上司,2
2191,太,2
2192,自,2
2193,作り,2
2194,充ち,2
2195,ハート,2
2196,さめ,2
2197,只,2
2198,美,2
2199,許り,2
2200,幻,2
2201,自転,2
2202,憎悪,2
2203,悲しみ,2
2204,叫び,2
2205,手当,2
2206,滴,2
2207,件,2
2208,モチ,2
2209,略語,2
2210,ようし,2
2211,ゲンマン,2
2212,翌る日,2
2213,ふらふら,2
2214,ゆるし,2
2215,約束,2
2216,よごれ,2
2217,自転車,2
2218,自ら,2
2219,おっかなびっくり,2
2220,築地,2
2221,隅田川,2
2222,精,2
2223,あたため,2
2224,言いかけ,2
2225,大丈夫,2
2226,過去,2
2227,泥酔,2
2228,匹,2
2229,入,2
2230,知れる,2
2231,臭い,2
2232,薄汚い,2
2233,当て,2
2234,っこ,2
2235,発明,2
2236,然る,2
2237,然り,2
2238,ホルモン,2
2239,医者,2
2240,黒,2
2241,白,2
2242,赤,2
2243,ええ,2
2244,なあん,2
2245,むら雲,2
2246,待て,2
2247,臓物,2
2248,アントニム,2
2249,法律,2
2250,刑事,2
2251,へっ,2
2252,巻き上げ,2
2253,議論,2
2254,一刻,2
2255,サタン,2
2256,憎しみ,2
2257,対語,2
2258,来い,2
2259,頭脳,2
2260,ドスト,2
2261,顔色,2
2262,引返し,2
2263,咳ばらい,2
2264,嫌悪,2
2265,若白髪,2
2266,失い,2
2267,まっこう,2
2268,眉間,2
2269,割ら,2
2270,同情,2
2271,永く,2
2272,抜け,2
2273,疑う,2
2274,豆,2
2275,小男,2
2276,ひび割れ,2
2277,遣う,2
2278,春画,2
2279,コピイ,2
2280,廻る,2
2281,紙,2
2282,爪,2
2283,洋字,2
2284,書か,2
2285,封,2
2286,やる気,2
2287,はがし,2
2288,一気,2
2289,ぽろぽろ,2
2290,きけ,2
2291,お礼,2
2292,一そう,2
2293,何百,2
2294,繰り返し,2
2295,こうこ,2
2296,細道,2
2297,罪悪,2
2298,入院,2
2299,棚,2
2300,液,2
2301,注射器,2
2302,患者,2
2303,あげよう,2
2304,強精剤,2
2305,判断,2
2306,珍らしい,2
2307,病棟,2
2308,狂っ,2
2309,庭,2
2310,経ち,2
2311,まさに,2
2312,やろう,2
2313,ことし,2
2314,あとがき,2
2315,昭和,2
2316,女子大,2
2317,海産物,2
2318,船橋市,2
2319,住民,2
2320,ひか,2
2321,きまり,2
2322,空襲,2
2323,交し,2
2324,材料,2
2325,小包,2
